Code: AS2009 | Track: SPORTS,,,,,
MIVUKONI SEC,KITUI,MIXED,BOARDING,C3,REGULAR
AIC MUTULANI SEC,MAKUENI,MIXED,DAY,C4,REGULAR
MURINGENE MIXED DAY SEC,MERU,MIXED,DAY,C4,REGULAR
BAR KORUMBA,KISUMU,MIXED,DAY,C4,REGULAR
NYAKONGO SEC,NYAMIRA,BOYS,BOARDING,C2,REGULAR
Nturumeti Sec,NAROK,MIXED,DAY,C4,REGULAR
CHEPTENYE BOYS,KERICHO,BOYS,BOARDING,C2,REGULAR
EBIGOGO,KISII,MIXED,DAY,C4,REGULAR
ST AUGUSTINE SECONDARY SCHOOL,EMBU,MIXED,DAY,C4,REGULAR
"ELGAL MIXED DAY SECONDARY(WAJIR,HABASWEIN)",WAJIR,MIXED,DAY,C4,REGULAR
RUIRU KIHUNGURO SEC,KIAMBU,MIXED,DAY,C4,REGULAR
KANGUUTHENI SEC SCH,KITUI,MIXED,DAY,C4,REGULAR
TRINITY MISSION SCHOOLS,NAKURU,MIXED,HYBRID,PR,REGULAR
JABAGRE MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
ST. MOURICE MOKOYON MIXED,WEST POKOT,MIXED,DAY,C4,REGULAR
BURU BURU GIRLS,NAIROBI,GIRLS,BOARDING,C1,REGULAR
LAMU BOYS SEC,LAMU,BOYS,BOARDING,C2,REGULAR
VULUENI SEC,MAKUENI,MIXED,DAY,C4,REGULAR
AIC CHESOMBUR MIXED DAY/BOARDING SECONDARY,WEST POKOT,MIXED,DAY,C4,REGULAR
MOI NAIKARRA  BOYS SECONDARY SCHOOL,NAROK,BOYS,BOARDING,C2,REGULAR
MAAI MIXED DAY SECONDARY SCHOOL,KITUI,MIXED,DAY,C4,REGULAR
MAMA NGINA SEC,MOMBASA,GIRLS,BOARDING,C1,REGULAR
GATANGA GIRLS' SECONDARY SCHOOL,MURANG'A,GIRLS,BOARDING,C2,REGULAR
LORROK MIXED DAY,SAMBURU,MIXED,DAY,C4,REGULAR
JORAM GITAU MEMORIAL ACADEMY,KAJIADO,MIXED,HYBRID,PR,INTEGRATED
ST BENEDICTS ARROR,ELGEYO MARAKWET,GIRLS,DAY,C4,REGULAR
RAMISI,KWALE,MIXED,DAY,C4,REGULAR
JANGOE SECONDARY,MIGORI,MIXED,DAY,C4,REGULAR
UGENYA HIGH SCH,SIAYA,BOYS,BOARDING,C2,REGULAR
MAWE SEC,NAKURU,MIXED,DAY,C4,REGULAR
MOLO SEC,NAKURU,MIXED,DAY,C4,REGULAR
ESALWA  BOYS SECONDARY SCHOOL,VIHIGA,BOYS,BOARDING,C3,REGULAR
CHARITY,NYERI,MIXED,DAY,C4,REGULAR
ORERA MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
BUKOKHOLO GIRLS,BUNGOMA,GIRLS,BOARDING,C3,REGULAR
KAMATHIITU SECONDARY SCHOOL,KITUI,MIXED,HYBRID,C4,REGULAR
ILPOLOSAT SECONDARY SCHOOL,KAJIADO,MIXED,DAY,C4,REGULAR
MANGA GIRLS HIGH,NYAMIRA,GIRLS,BOARDING,C3,REGULAR
CHESAMISI BOYS,BUNGOMA,BOYS,BOARDING,C2,REGULAR
DAVIES SEC,UASIN GISHU,MIXED,DAY,C4,REGULAR
OLMANYATTA SEC,NAKURU,MIXED,DAY,C4,REGULAR
TURI SULGWITA,NAKURU,MIXED,DAY,C4,REGULAR
MOI GESUSU,KISII,BOYS,BOARDING,C2,REGULAR
MASAVI MIXED DAY SECONDARY SCHOOL,KITUI,MIXED,DAY,C4,REGULAR
KORU GIRLS,KISUMU,GIRLS,BOARDING,C2,REGULAR
NAGETEI GIRLS SECONDARY[TURKANA SOUTH],TURKANA,GIRLS,BOARDING,C3,REGULAR
PIONEER SENIOR SCHOOL,NYANDARUA,MIXED,BOARDING,PR,REGULAR
GESORE PAG,NYAMIRA,MIXED,DAY,C4,REGULAR
FIWAGOH MISSION MIXED SECONDARY SCHOOL,NAKURU,MIXED,HYBRID,PR,REGULAR
MERCY NJERI SEC,NAKURU,MIXED,DAY,C4,REGULAR
KANYENYAINI MIXED SEC,MURANG'A,MIXED,HYBRID,C4,REGULAR
ST PETER MUSINGINI DAY AND BOARDING SEC SCH,MACHAKOS,MIXED,HYBRID,C4,REGULAR
MAMA MALIA GIRLS SEC SCHOOL,KITUI,GIRLS,HYBRID,PR,REGULAR
KIBIKO SEC,KAJIADO,MIXED,BOARDING,C3,REGULAR
MANANJA SEC,MACHAKOS,MIXED,DAY,C4,REGULAR
ST STEPHEN CHEPKONO MIXED DAY SEC,WEST POKOT,MIXED,DAY,C4,REGULAR
NARIOKOTOME GIRLS SECONDARY,TURKANA,GIRLS,DAY,C4,REGULAR
ONGATA BARRIKOI,NAROK,BOYS,BOARDING,C3,REGULAR
SPINNERS BOYS SEC,KIAMBU,BOYS,DAY,C4,REGULAR
KYAANI,KITUI,GIRLS,BOARDING,C3,REGULAR
GETURI MIXED,KISII,MIXED,DAY,C4,REGULAR
YALA KOTIENO MIXED SEC,HOMA BAY,MIXED,DAY,C4,REGULAR
CHILANI SECONDARY SCHOOL[CHEBUNYO-NAROK],NAROK,MIXED,DAY,C4,REGULAR
OLAIMUTIAI GIRLS SECONDARY SCHOOL,Narok,GIRLS,HYBRID,C4,REGULAR
D.E.B KARUARI SEC,EMBU,MIXED,DAY,C4,REGULAR
MWAVUMBO,KWALE,MIXED,DAY,C4,REGULAR
ST MARKS CHAVOREGE,VIHIGA,MIXED,DAY,C4,REGULAR
ST. NICHOLAS BOI MIXED,SIAYA,MIXED,DAY,C4,REGULAR
SHARTUKA SEC,NAROK,BOYS,BOARDING,C3,REGULAR
NDEMI SEC,NYANDARUA,MIXED,DAY,C4,REGULAR
GAKOIGO MIXED,KIRINYAGA,MIXED,DAY,C4,REGULAR
AIC Mwasuma,KITUI,MIXED,DAY,C4,REGULAR
NGALA MEMORIAL,KILIFI,MIXED,BOARDING,C3,REGULAR
OLOIBOR SOIT SECONDARY SCHOOL,KAJIADO,GIRLS,BOARDING,C3,REGULAR
FR HEERAN GIRLS SEC,MACHAKOS,GIRLS,BOARDING,C3,REGULAR
NYAMAIYA,NYAMIRA,MIXED,BOARDING,C3,REGULAR
GOSETA SEC,TRANS NZOIA,BOYS,BOARDING,C2,REGULAR
NYAMIRA GIRLS,SIAYA,GIRLS,BOARDING,C2,REGULAR
ST MATHEWS OCHIENG'A MIXED DAY SEC,SIAYA,MIXED,DAY,C4,REGULAR
WENJE SEC,TANA RIVER,MIXED,BOARDING,C2,REGULAR
URIRI HIGH,MIGORI,BOYS,BOARDING,C2,REGULAR
BAR SAURI MIXED,SIAYA,MIXED,DAY,C4,REGULAR
ST PETER WAUNIFOR SEC,UASIN GISHU,MIXED,DAY,C4,REGULAR
TSEIKURU SECONDARY,KITUI,MIXED,BOARDING,C3,REGULAR
SABUNLEY SEC,WAJIR,BOYS,BOARDING,C2,REGULAR
MOTOSIET SEC,TRANS NZOIA,MIXED,DAY,C4,REGULAR
KIBOMET SECONDARY,TRANS NZOIA,MIXED,DAY,C4,REGULAR
ST JOSEPH THE WORKER -KATHUNIRI,EMBU,MIXED,DAY,C4,REGULAR
MOKOMONI SDA,KISII,MIXED,DAY,C4,REGULAR
LEGEBET SECONDARY SCHOOL,UASIN GISHU,MIXED,DAY,C4,REGULAR
AIC SHARTUKA GIRLS SEC,NAROK,GIRLS,BOARDING,C3,REGULAR
NYAMONDO SDA,KISII,MIXED,DAY,C4,REGULAR
GOD MARERA MIXED SEC,HOMA BAY,MIXED,DAY,C4,REGULAR
HON CHARLES N MUVITHA,KITUI,MIXED,DAY,C4,REGULAR
THATHA SECONDARY SCHOOL,MACHAKOS,MIXED,BOARDING,C3,REGULAR
KISAU GIRLS,MAKUENI,GIRLS,BOARDING,C1,REGULAR
AIC KANGITIT GIRLS,TURKANA,GIRLS,BOARDING,C2,REGULAR
MADIRA GIRLS,VIHIGA,GIRLS,BOARDING,C2,REGULAR
ST PAUL'S  AMUKURA,BUSIA,BOYS,BOARDING,C2,REGULAR
RUTHIMITU GIRLS,NAIROBI,GIRLS,BOARDING,C3,REGULAR
ST ULRICH LAMA,NAKURU,MIXED,DAY,C4,REGULAR
E.L.C.K MURUNY(WEST POKOT-POKOT SOUTH-KABICHBICH),WEST POKOT,MIXED,DAY,C4,REGULAR
MURUAKI SEC,NYANDARUA,BOYS,BOARDING,C2,REGULAR
BANISA MIXED DAY,MANDERA,MIXED,DAY,C4,REGULAR
KITHIIRI MIXED DAY SEC,MERU,MIXED,DAY,C4,REGULAR
MOI KABARTONJO MIXED DAY,BARINGO,MIXED,DAY,C4,REGULAR
BONGU GIRLS SEC,HOMA BAY,GIRLS,DAY,C4,REGULAR
MATUMBEI SEC,TRANS NZOIA,MIXED,DAY,C4,REGULAR
ISIBANIA BOYS,MIGORI,BOYS,BOARDING,C2,REGULAR
WASAMO GIRLS SEC SCH,HOMA BAY,GIRLS,BOARDING,C3,REGULAR
KINGANDOLE SEC,BUSIA,MIXED,DAY,C4,REGULAR
ST. NICHOLAS HAFUMBRE SEC,SIAYA,MIXED,DAY,C4,REGULAR
ST ANNES MUSOLI SEC,KAKAMEGA,GIRLS,BOARDING,C2,REGULAR
MWAANI BOYS SEC,MAKUENI,BOYS,BOARDING,C2,REGULAR
KERICHO HIGH,KERICHO,BOYS,BOARDING,C2,REGULAR
KAKUMA SEC,TURKANA,BOYS,BOARDING,C3,REGULAR
MURANGA HIGH,MURANG'A,BOYS,BOARDING,C1,REGULAR
FRIENDS SCHOOL SENENDE,VIHIGA,BOYS,BOARDING,C2,REGULAR
KANJALU GIRLS SEC,MERU,GIRLS,BOARDING,C3,REGULAR
KIPCHIMCHIM,KERICHO,MIXED,BOARDING,C3,REGULAR
CHEPLANGET,KERICHO,BOYS,BOARDING,C3,REGULAR
NGIYA GIRLS,SIAYA,GIRLS,BOARDING,C1,REGULAR
UKIA GIRLS,MAKUENI,GIRLS,BOARDING,C1,REGULAR
IKEREGE MIXED,MIGORI,MIXED,BOARDING,C2,REGULAR
KIPTOIM SEC,BARINGO,MIXED,BOARDING,C3,REGULAR
CHEPKUBE SA,BUNGOMA,MIXED,DAY,C4,REGULAR
MJANAHERI,KILIFI,MIXED,DAY,C4,REGULAR
CHEPTOROI,NAKURU,MIXED,DAY,C4,REGULAR
NYANGWA SEC,EMBU,BOYS,BOARDING,C1,REGULAR
RABAI,KILIFI,MIXED,DAY,C4,REGULAR
UKWALA BOYS,SIAYA,BOYS,BOARDING,C2,REGULAR
MAGUMONI DAY,THARAKA NITHI,MIXED,DAY,C4,REGULAR
ST. THOMAS REBERWET SECONDARY,BOMET,MIXED,DAY,C4,REGULAR
KEGONGE  BOYS HIGH,EMBU,BOYS,BOARDING,C2,REGULAR
KAMUNYANGE SEC,EMBU,MIXED,DAY,C4,REGULAR
AIC PHILEMON CHELAGAT,BARINGO,GIRLS,BOARDING,C3,REGULAR
KIENI MIXED SEC,THARAKA NITHI,MIXED,DAY,C4,REGULAR
MULATIWA SEC,BUNGOMA,MIXED,DAY,C4,REGULAR
ST PAUL KEVOTE,EMBU,BOYS,BOARDING,C2,REGULAR
KAAGA BOYS,MERU,BOYS,BOARDING,C2,REGULAR
MOGOIYUET,NAROK,MIXED,BOARDING,C3,REGULAR
MEMA SEC,NAKURU,MIXED,DAY,C4,REGULAR
BARDING BOYS,SIAYA,BOYS,BOARDING,C2,REGULAR
KAMELEI MIXED SEC,WEST POKOT,MIXED,DAY,C4,REGULAR
WAGWER MIXED,SIAYA,MIXED,DAY,C4,REGULAR
ENOOMATASIAN GIRLS SECONDARY SCHOOL,KAJIADO,GIRLS,BOARDING,C2,REGULAR
NGERENYA SECONDARY SCHOOL,KILIFI,MIXED,DAY,C4,REGULAR
PAUL HARRIS SEC,KILIFI,MIXED,DAY,C4,REGULAR
SIPILI,LAIKIPIA,MIXED,DAY,C4,REGULAR
A.I.C LABORET GIRLS SEC SCHOOL,NANDI,GIRLS,BOARDING,C3,REGULAR
ST JOSEPH'S  CHAKOL,BUSIA,MIXED,DAY,C4,INTERGRATED
NJAHI MIXED,KIAMBU,MIXED,DAY,C4,REGULAR
Kaptich kongoi,NAKURU,MIXED,DAY,C4,REGULAR
ST. RITA KIARAGANA GIRLS SECONDARY SCHOOL,KIRINYAGA,GIRLS,BOARDING,C2,REGULAR
MECHI MERU  CEB SECONDARY SCHOOL {BUNGOMA-BUNGOMA SOUTH},BUNGOMA,MIXED,DAY,C4,REGULAR
KISEGI MIXED SEC,HOMA BAY,MIXED,DAY,C4,REGULAR
NYAGATUGU BOYS SEC,MURANG'A,BOYS,BOARDING,C2,REGULAR
LEPOLOS MIXED DAY SECONDARY SCHOOL [NAROK-NAROK WEST],NAROK,MIXED,DAY,C4,REGULAR
GATUGI GIRLS,NYERI,GIRLS,BOARDING,C2,REGULAR
LELU,KERICHO,MIXED,BOARDING,C2,REGULAR
ST KIZITO MAYANJA MIXED SECONDARY SCHOOL,BUNGOMA,MIXED,DAY,C4,REGULAR
EMITIK GIRLS SEC,NAKURU,GIRLS,BOARDING,C3,REGULAR
REMO MIXED SECONDARY,MIGORI,MIXED,DAY,C4,REGULAR
MAKHANGA HOPE ACADEMY,BUNGOMA,MIXED,HYBRID,PR,REGULAR
ST. MARYS MWENJE HIGH SCHOOL,LAIKIPIA,BOYS,BOARDING,C2,REGULAR
OUR LADY OF CONSOLATA MUKOTHIMA GIRLS,THARAKA NITHI,GIRLS,BOARDING,PR,REGULAR
KAVAINI SEC,KITUI,MIXED,HYBRID,C4,REGULAR
SITOITO SEC,NAKURU,MIXED,DAY,C4,REGULAR
GUANA MIXED SECONDARY,MIGORI,MIXED,DAY,C4,REGULAR
NDANAI,BOMET,GIRLS,BOARDING,C2,REGULAR
MARIGAT INTEGRATED DAY SEC,BARINGO,MIXED,DAY,C4,INTERGRATED
MEKILINGI SEC SCH,MACHAKOS,MIXED,DAY,C4,REGULAR
MAMA NGINA KENYATTA SECONDARY SCHOOL,NAKURU,MIXED,BOARDING,C3,REGULAR
ST AUGUSTINE EMSEA SEC,ELGEYO MARAKWET,BOYS,BOARDING,C3,REGULAR
ST.PHILIP'S NYABONDO SEC,HOMA BAY,MIXED,DAY,C4,REGULAR
BOROR SEC,NAKURU,MIXED,DAY,C4,REGULAR
CHEPTAIS SEC,BUNGOMA,BOYS,BOARDING,C3,REGULAR
ST ANTHONY BOYS,TRANS NZOIA,BOYS,BOARDING,C1,REGULAR
KIANJOYA SEC,NAKURU,MIXED,DAY,C4,REGULAR
ST. ANNES KENOL SCHOOLS,MURANG'A,GIRLS,HYBRID,PR,REGULAR
NAMELOK SEC,KAJIADO,MIXED,DAY,C4,REGULAR
SIRAKARU SEC,BUNGOMA,MIXED,BOARDING,C3,REGULAR
CHANIA GIRLS SEC,KIAMBU,GIRLS,BOARDING,C2,REGULAR
MARAFA,KILIFI,BOYS,BOARDING,C3,REGULAR
KWALE GIRLS,KWALE,GIRLS,BOARDING,C2,REGULAR
GITURU,NAKURU,MIXED,DAY,C4,REGULAR
APONDO MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
AIC KIPTENDEN SEC,TRANS NZOIA,MIXED,DAY,C4,REGULAR
KIPRERES,BOMET,MIXED,DAY,C4,REGULAR
MURERU,NYERI,MIXED,DAY,C4,REGULAR
MURAO,KERICHO,MIXED,DAY,C4,REGULAR
LESHAU BOYS HIGH SCHOOL,NYANDARUA,BOYS,BOARDING,C2,REGULAR
A I C MWAANI- ILIMA SECONDARY  SCHOOL,MAKUENI,MIXED,BOARDING,C3,REGULAR
KAPIAS SECONDARY SCHOOL,KERICHO,MIXED,DAY,C4,REGULAR
RUMURUTI DAY SEC.,LAIKIPIA,MIXED,DAY,C4,REGULAR
RATANG'A SECONDARY SCHOOL,HOMA BAY,BOYS,BOARDING,C2,REGULAR
KOTOLIAN SECONDARY SCHOOL,NAROK,MIXED,DAY,C4,REGULAR
RUTHIMITU MIXED,NAIROBI,MIXED,DAY,C4,REGULAR
GOD NGOCHE GIRLS,MIGORI,GIRLS,DAY,C4,REGULAR
WACHAKONE MIXED DAY SECONDARY,TANA RIVER,MIXED,DAY,C4,REGULAR
NAARO HIGH SCHOOL,MURANG'A,BOYS,BOARDING,C2,REGULAR
KASISIT SEC,BARINGO,GIRLS,BOARDING,C3,REGULAR
CHWELE GIRLS,BUNGOMA,GIRLS,BOARDING,C2,REGULAR
KEMELOI GIRLS  SECONDARY,NANDI,GIRLS,BOARDING,C3,REGULAR
JOWHAR MIXED DAY & BOYS BOARDING,WAJIR,MIXED,DAY,C4,REGULAR
COAST GIRLS HIGH SCHOOL,MOMBASA,GIRLS,DAY,C4,REGULAR
KAPCHEPLANGET,TRANS NZOIA,MIXED,DAY,C4,REGULAR
ST. PAUL'S KAKEMER SECONDARY,BUSIA,MIXED,DAY,C4,REGULAR
KAHARO SEC,NYERI,MIXED,HYBRID,C4,REGULAR
KAIRO GIRLS SECONDARY SCHOOL,MURANG'A,GIRLS,BOARDING,C3,REGULAR
MOI UNIVERSITY SEC,UASIN GISHU,MIXED,DAY,C4,REGULAR
LONGISA HIGH,BOMET,BOYS,BOARDING,C2,REGULAR
ST. STEPHENS KIPTUIYA SECONDARY SCHOOL,NANDI,MIXED,DAY,C4,REGULAR
MBORA MIXED,KISUMU,MIXED,DAY,C4,REGULAR
NDAUNI SEC,MAKUENI,MIXED,DAY,C4,REGULAR
ST CECILIA SEC - MARINDA,TRANS NZOIA,MIXED,DAY,C4,REGULAR
NAROOSURA,NAROK,MIXED,BOARDING,C3,REGULAR
NYAMUE SEC,KISII,MIXED,DAY,C4,REGULAR
CHESONGO MIXED DAY,BARINGO,MIXED,DAY,C4,REGULAR
SEGERO ADVENTIST HIGH SCHOOL,UASIN GISHU,MIXED,BOARDING,PR,REGULAR
ST FRANCIS RANGALA GIRLS,SIAYA,GIRLS,BOARDING,C1,REGULAR
MATHUKI SEC,KITUI,MIXED,DAY,C4,REGULAR
Kapchok Girls Secondary,WEST POKOT,GIRLS,DAY,C4,REGULAR
NYAIBATE COG,KISII,MIXED,DAY,C4,REGULAR
SOSONI SEC,KILIFI,MIXED,DAY,C4,REGULAR
HOLY FAMILY MUSEMBE,KAKAMEGA,MIXED,DAY,C4,REGULAR
ELDORET GK HIGH SCHOOL,UASIN GISHU,MIXED,DAY,C4,REGULAR
KIRUKIRE MIXED DAY SECONDARY SCHOOL,MERU,MIXED,DAY,C4,REGULAR
KISII SCHOOL,KISII,BOYS,BOARDING,C1,REGULAR
ST. ANNES KIRIARI GIRLS,EMBU,GIRLS,BOARDING,C2,REGULAR
KATILU BOYS,TURKANA,BOYS,BOARDING,C2,INTERGRATED
MKONGANI SEC,KWALE,MIXED,DAY,C4,REGULAR
KERIO SEC,TURKANA,BOYS,BOARDING,C3,REGULAR
SAMOEI KIPTENOEN GIRLS SEC. SCHOOL,NAROK,GIRLS,DAY,C4,REGULAR
LEKIMBO SEC SCH,BOMET,MIXED,DAY,C4,REGULAR
KIIRUA BOYS. SECONDARY SCHOOL,MERU,BOYS,BOARDING,C3,REGULAR
Lambwe Special Sec. School,HOMA BAY,MIXED,BOARDING,C1,SNE
MABASI,KERICHO,MIXED,DAY,C4,REGULAR
SR. MARY STEPHEN NKOITOI MIXED SECONDARY SCHOOL,NAROK,MIXED,HYBRID,PR,REGULAR
ST PETERS BOYS MUMIAS,KAKAMEGA,BOYS,BOARDING,C1,REGULAR
ST ELIZABETH GIRLS MORPUS SEC,WEST POKOT,GIRLS,BOARDING,C3,REGULAR
KHALIFA BIN JASIM,KAJIADO,BOYS,BOARDING,PR,REGULAR
CHEMELIL ACADEMY,KISUMU,MIXED,BOARDING,PR,REGULAR
ST CATHERINE SEC KESSES,UASIN GISHU,GIRLS,BOARDING,C2,REGULAR
Koduogo secondary School,HOMA BAY,MIXED,DAY,C4,REGULAR
KWANZA FRIENDS SCH,TRANS NZOIA,BOYS,BOARDING,C3,REGULAR
LOMUT MIXED SEC,WEST POKOT,MIXED,BOARDING,C3,REGULAR
MARIWA SEC,KISII,MIXED,DAY,C4,REGULAR
KARATI SEC,NYANDARUA,MIXED,BOARDING,C3,REGULAR
RAMBO SEC,SIAYA,MIXED,DAY,C4,REGULAR
ST MARYS HIGH YALA,SIAYA,BOYS,BOARDING,C1,REGULAR
LUNDHA MIXED,SIAYA,MIXED,DAY,C4,REGULAR
CHEBIRBELEK,BOMET,MIXED,DAY,C4,REGULAR
KIAHAGU SEC,NYERI,MIXED,DAY,C4,REGULAR
CHELOPOY TRINITY BOYS SECONDARY,WEST POKOT,BOYS,DAY,C4,REGULAR
MENGWET,BOMET,MIXED,DAY,C4,REGULAR
GRACELAND GIRLS SENIOR SCHOOL.,LAIKIPIA,GIRLS,BOARDING,PR,REGULAR
AYUB SAVULA SECONDARY SCHOOL,KAKAMEGA,MIXED,DAY,C4,REGULAR
IHWAGI SEC,NYERI,MIXED,DAY,C4,REGULAR
MUCHUKWO MIXED,BARINGO,MIXED,DAY,C4,REGULAR
KIONYO MIXED,MIGORI,MIXED,DAY,C4,REGULAR
KIIO SEC,KITUI,MIXED,BOARDING,C3,REGULAR
SIMOTI,BOMET,MIXED,DAY,C4,REGULAR
ST LAWRENCE NZIU,MAKUENI,GIRLS,BOARDING,C3,REGULAR
AMBUSKET SEC,NAKURU,MIXED,DAY,C4,REGULAR
ORTUM BOYS SEC,WEST POKOT,BOYS,BOARDING,C2,REGULAR
MORULEM MIXED SEC,TURKANA,MIXED,BOARDING,C3,REGULAR
ST JOSEPH'S SECONDARY SCHOOL  BINYENYA,BUNGOMA,MIXED,DAY,C4,REGULAR
ST ANTONY KAKOYI SEC,KAKAMEGA,MIXED,BOARDING,C3,REGULAR
ELSA SEC,ISIOLO,MIXED,BOARDING,C3,REGULAR
WANGULU SEC,VIHIGA,MIXED,DAY,C4,REGULAR
SIRONGA GIRLS,NYAMIRA,GIRLS,BOARDING,C1,REGULAR
KIAMBOGO,NAKURU,MIXED,BOARDING,C2,REGULAR
ST JOSEPH WAMAGANA,NYERI,MIXED,DAY,C4,REGULAR
GALOLE MODEL,TANA RIVER,MIXED,BOARDING,C3,REGULAR
IVINGONI SEC,MAKUENI,MIXED,DAY,C4,REGULAR
KAPKAGAON  SECONDARY SCHOOL,NANDI,MIXED,BOARDING,C3,REGULAR
ALLIANCE HIGH,KIAMBU,BOYS,BOARDING,C1,REGULAR
WAONDO,HOMA BAY,MIXED,BOARDING,C3,REGULAR
BENONIN,BARINGO,MIXED,DAY,C4,REGULAR
CHEPTUECH SEC,NAKURU,MIXED,BOARDING,C3,REGULAR
GAKAWA SEC,NYERI,MIXED,DAY,C4,REGULAR
KIRITI GIRLS SEC,MURANG'A,GIRLS,BOARDING,C3,REGULAR
PERANI SEC,KWALE,MIXED,DAY,C4,REGULAR
LOYO SECONDARY,TURKANA,MIXED,DAY,C4,REGULAR
HOSPITAL HILL,NAIROBI,BOYS,BOARDING,C2,REGULAR
NZALAE,KITUI,MIXED,DAY,C4,REGULAR
SIDOK MIXED,SIAYA,MIXED,DAY,C4,REGULAR
TIPIS SECONDARY SCHOOL,NAKURU,MIXED,DAY,C4,REGULAR
MWONGORI SEC,NYAMIRA,MIXED,BOARDING,C2,REGULAR
RARE SECONDARY SCHOOL,KILIFI,MIXED,DAY,C4,REGULAR
MWIRUTI SEC SCH,NAKURU,MIXED,DAY,C4,REGULAR
KALINDITI SEC,KITUI,MIXED,DAY,C4,REGULAR
ACK ST.ANDREWS BOYS SECONDARY SCHOOL,MARSABIT,BOYS,BOARDING,PR,REGULAR
MUGUKU TUMAINI SCHOOL,KIAMBU,BOYS,BOARDING,PR,REGULAR
MOI GIRLS HIGH-ELDORET,UASIN GISHU,GIRLS,BOARDING,C1,REGULAR
ST CECILIA MISIKHU,BUNGOMA,GIRLS,BOARDING,C2,REGULAR
BARRINA SEC,NAKURU,MIXED,DAY,C4,REGULAR
CHEPTUIYET GIRLS' SEC SCH,KERICHO,GIRLS,BOARDING,C3,REGULAR
FURAHA GIRLS SECONDARY SCHOOL,THARAKA NITHI,GIRLS,BOARDING,PR,REGULAR
KWAMWATU SEC SCH,MACHAKOS,MIXED,DAY,C4,REGULAR
AYORA MIXED SEC,KISII,MIXED,DAY,C4,REGULAR
TANGA MIXED,SIAYA,MIXED,DAY,C4,REGULAR
ANALAT SEC,NAKURU,MIXED,DAY,C4,REGULAR
NAITUYUPAKI SECONDARY SCHOOL,Narok,MIXED,DAY,C4,REGULAR
ILKISONKO SEC,KAJIADO,BOYS,BOARDING,C3,REGULAR
TEMPLE ROAD,Nyeri,Mixed,HYBRID,PR,REGULAR
ST. STEPHEN MAKINDU BOYS SCHOOL,MAKUENI,BOYS,BOARDING,C2,REGULAR
KITHUMULA SEC,KITUI,MIXED,HYBRID,C4,REGULAR
HOPE COMMUNITY CENTER,NYANDARUA,MIXED,BOARDING,PR,REGULAR
ST. TRIZAS KUTUS GIRLS,KIRINYAGA,GIRLS,BOARDING,C3,REGULAR
KYOME GIRLS,KITUI,GIRLS,BOARDING,C2,REGULAR
ATEMO MIXED SECONDARY SCHOOL,HOMA BAY,MIXED,DAY,C4,REGULAR
Koisagat  High,NAROK,MIXED,DAY,C4,REGULAR
ATHWANA SECONDARY SCHOOL,MERU,MIXED,BOARDING,C3,REGULAR
KEEKONYOKIE SECONDARY SCHOOL,KAJIADO,MIXED,DAY,C4,REGULAR
MOKWO GIRLS SEC,ELGEYO MARAKWET,GIRLS,BOARDING,C2,REGULAR
NYARACH,MIGORI,MIXED,DAY,C4,REGULAR
MUKUIRU MIXED DAY,MERU,MIXED,BOARDING,C3,REGULAR
BARWAQO MIXED DAY SEC,WAJIR,MIXED,DAY,C4,REGULAR
ST STEPHEN KISILU,EMBU,MIXED,HYBRID,C3,REGULAR
BAREKEIWO MIXED SEC,UASIN GISHU,MIXED,DAY,C4,REGULAR
KINARANI,KILIFI,MIXED,DAY,C4,REGULAR
KAIKOR BOYS SECONDARY SCHOOL,TURKANA,BOYS,DAY,C4,REGULAR
OLOYIANKALANI MIXED DAY SEC,KAJIADO,GIRLS,BOARDING,C3,REGULAR
MUNYAKA SEC,NYANDARUA,MIXED,BOARDING,C3,REGULAR
GARDEN ESTATE SECONDARY SCHOOL,NAIROBI,MIXED,DAY,C4,REGULAR
KALANGA MIXED DAY SEC,KITUI,MIXED,DAY,C4,REGULAR
GANGARA,EMBU,MIXED,BOARDING,C2,REGULAR
MESOCHO MIXED,KISII,MIXED,DAY,C4,REGULAR
DUNCAN NDEGWA SECONDARY,NYERI,MIXED,DAY,C4,REGULAR
SIRIA HIGH,NAROK,BOYS,BOARDING,C3,REGULAR
KYANGINYWA SEC,MAKUENI,MIXED,BOARDING,C3,REGULAR
MWERONGUNDU SECONDARY SCHOOL,MERU,MIXED,DAY,C4,REGULAR
ST HILARIUS NYABONDO MIXED,KISUMU,MIXED,DAY,C4,REGULAR
ACK ST LUKES CIANGERA DAY SECONDARY SCHOOL,EMBU,MIXED,DAY,C4,REGULAR
MULALA GIRLS SEC,MAKUENI,GIRLS,BOARDING,C3,REGULAR
NYAMAGESA COG SEC,KISII,MIXED,DAY,C4,REGULAR
NDIGWA SEC,SIAYA,MIXED,BOARDING,C3,REGULAR
Malaso Mixed,SAMBURU,MIXED,DAY,C4,REGULAR
ST FRANCIS BAHATI SEC,NAKURU,MIXED,DAY,C4,REGULAR
KIANDA SCHOOL,NAIROBI,GIRLS,DAY,PR,REGULAR
ONJIKO HIGH,KISUMU,BOYS,BOARDING,C2,REGULAR
TENWEK,BOMET,BOYS,BOARDING,C1,REGULAR
ST TERESAS CHEPTOROR SEC,BUNGOMA,GIRLS,BOARDING,C3,REGULAR
