"COMPUTER STUDIES,GEOGRAPHY,ISLAMIC RELIGIOUS EDUCATION. CODE: SS2033 | TRACK: HUMANITIES & BUSINESS STUDIES",,,,,
MUGAMBONE SEC SCHOOL,MERU,MIXED,DAY,C4,REGULAR
CHEPKOILEL SECONDARY SCHOOL,TRANS NZOIA,MIXED,DAY,C4,REGULAR
KAPTEMBWO,BOMET,MIXED,DAY,C4,REGULAR
KAPSAOS,UASIN GISHU,MIXED,DAY,C4,REGULAR
BORBORWET SEC,KERICHO,MIXED,DAY,C4,REGULAR
WAJIR GIRLS,WAJIR,GIRLS,BOARDING,C1,REGULAR
RATANG'A SECONDARY SCHOOL,HOMA BAY,BOYS,BOARDING,C2,REGULAR
KITUNDUNI SECONDARY SCHOOL,KITUI,MIXED,DAY,C4,REGULAR
LOTUBAE GIRLS,TURKANA,GIRLS,BOARDING,C3,REGULAR
ST. PATRICKS ITHIMANI SEC SCH,KITUI,MIXED,DAY,C4,REGULAR
CHEPTUIYET GIRLS' SEC SCH,KERICHO,GIRLS,BOARDING,C3,REGULAR
KAMAMA SEC,EMBU,BOYS,BOARDING,C2,REGULAR
SOLION,WEST POKOT,MIXED,DAY,C4,REGULAR
KITUTI,KITUI,MIXED,DAY,C4,REGULAR
KALIAKAKYA SEC,KITUI,MIXED,DAY,C4,REGULAR
KOIBARAK MIXED DAY SECONDARY,NANDI,MIXED,DAY,C4,REGULAR
FRIENDS SCHOOL MUNZATSI HIGH,VIHIGA,MIXED,BOARDING,C3,REGULAR
CHAANI SECONDARY,MOMBASA,MIXED,DAY,C4,REGULAR
GATUAMBA SEC,NYERI,MIXED,DAY,C4,REGULAR
BUMUYANGE SEC,VIHIGA,MIXED,DAY,C4,REGULAR
KAPKELEI SEC SCH,BOMET,MIXED,DAY,C4,REGULAR
ST. JOHN KAJEI MIXED SECONDARY SCHOOL,BUSIA,MIXED,DAY,C4,REGULAR
ST. PAULS SEC,MIGORI,MIXED,DAY,C4,REGULAR
URIRI HIGH,MIGORI,BOYS,BOARDING,C2,REGULAR
NGUMO BOYS SECONDARY,LAIKIPIA,BOYS,BOARDING,C2,REGULAR
NG'OMBENI,KWALE,MIXED,DAY,C4,REGULAR
CHEROBON MIXED DAY SECONDARY SCHOOL {NANDI-TINDERET},NANDI,MIXED,DAY,C4,REGULAR
KURGUNG BOYS,NANDI,BOYS,BOARDING,C2,REGULAR
KIPKORIS GIRLS SEC,NAKURU,GIRLS,BOARDING,C3,REGULAR
ST PETERS KERERA,KISII,MIXED,DAY,C4,REGULAR
LEMA GIRLS,MACHAKOS,GIRLS,BOARDING,C3,REGULAR
ROKA MAWENI SECONDARY SCHOOL,KILIFI,MIXED,DAY,C4,REGULAR
Kabongoi Secondary School,NAKURU,MIXED,DAY,C4,REGULAR
KANYUAMBORA SEC,EMBU,BOYS,BOARDING,C2,REGULAR
ST JOHN'S MIXED SEC SARURA,TRANS NZOIA,MIXED,DAY,C4,REGULAR
KAPKARWA,TRANS NZOIA,MIXED,DAY,C4,REGULAR
MBANI MIXED SECONDARY,HOMA BAY,MIXED,DAY,C4,REGULAR
KIRIGE HIGH,MERU,BOYS,BOARDING,C3,REGULAR
ISHIRU SECONDARY SCHOOL,VIHIGA,MIXED,DAY,C4,REGULAR
NDERE MIXED,SIAYA,MIXED,DAY,C4,REGULAR
UTUGI,KIAMBU,MIXED,DAY,C4,REGULAR
BODI MIXED,KISUMU,MIXED,DAY,C4,REGULAR
AIC ANIN MIXED DAY SECONDARY,ELGEYO MARAKWET,MIXED,DAY,C4,REGULAR
MASUMBA SEC,MAKUENI,MIXED,DAY,C4,REGULAR
SHUJAA MEKATILILI,KILIFI,MIXED,DAY,C4,REGULAR
OYUGI OGANGO GIRLS,MIGORI,GIRLS,BOARDING,C2,REGULAR
MASOGO MIXED DAY,HOMA BAY,MIXED,DAY,C4,REGULAR
OGONGO SEC,HOMA BAY,MIXED,BOARDING,C3,REGULAR
TUJU MIXED SECONDARY,SIAYA,MIXED,DAY,C4,REGULAR
INDEX HIGH SCHOOL,NAIROBI,MIXED,DAY,PR,REGULAR
BRAINHOUSE ACADEMY,KISUMU,MIXED,DAY,PR,REGULAR
MOMBWO,KERICHO,MIXED,DAY,C4,REGULAR
FURAHA GIRLS SECONDARY[WAJIR EAST],WAJIR,GIRLS,DAY,C4,REGULAR
ST. ANDREWS SUKWO,TRANS NZOIA,MIXED,DAY,C4,REGULAR
MATAGARO SDA,KISII,MIXED,DAY,C4,REGULAR
ST.ANNE'S SUNRISE GIRLS SENIOR SCHOOL,MIGORI,GIRLS,DAY,PR,REGULAR
NGILUNI-MBUVU,KITUI,MIXED,DAY,C4,REGULAR
GEKONGE DEB,KISII,MIXED,DAY,C4,REGULAR
KIGOGO DAY SEC,THARAKA NITHI,MIXED,DAY,C4,REGULAR
FRIENDS SCH LUSUI,KAKAMEGA,MIXED,DAY,C4,REGULAR
ST. TRIZAS KUTUS GIRLS,KIRINYAGA,GIRLS,BOARDING,C3,REGULAR
WAMAGANA SEC,NYERI,GIRLS,BOARDING,C3,REGULAR
KOELEL HIGH SCHOOL,NAKURU,BOYS,BOARDING,C2,REGULAR
YATWA,KITUI,MIXED,DAY,C4,REGULAR
FRIENDS  SCH SILUNGAI GIRLS,KAKAMEGA,GIRLS,BOARDING,C3,REGULAR
MOKONDO SEC,NAROK,BOYS,DAY,C4,REGULAR
ST BRIGITTA  GIRLS HIGH SCHOOL,NANDI,GIRLS,BOARDING,C3,REGULAR
MITITI MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
ST PAULS NJAINA MIXED,THARAKA NITHI,MIXED,DAY,C4,REGULAR
ST. GONZAGAGONZA ISOGE SEC,NYAMIRA,MIXED,BOARDING,C3,REGULAR
NKARONI GIRLS SECONDARY SCHOOL-SAMBURU EAST,SAMBURU,GIRLS,DAY,C4,REGULAR
TANGULBEI SEC SCH,BARINGO,MIXED,BOARDING,C3,REGULAR
NYATAMBE,HOMA BAY,MIXED,BOARDING,C3,REGULAR
KURATIYANGE,MIGORI,MIXED,DAY,C4,REGULAR
MUTWALA GIRLS SECONARY,KISUMU,GIRLS,DAY,C4,REGULAR
KAPSARA SECONDARY SCHOOL,TRANS NZOIA,MIXED,BOARDING,C3,REGULAR
ST MARYS KAGIO BOYS HIGH SCHOOL,KIRINYAGA,BOYS,BOARDING,C3,REGULAR
BUKHAYWA SECONDARY SCHOOL,KAKAMEGA,MIXED,DAY,C4,REGULAR
Kisima 78 Mixed,ISIOLO,MIXED,DAY,C4,REGULAR
MBONDONI MIXED,KITUI,MIXED,BOARDING,C3,REGULAR
ST PETERS SIBOTI,BUNGOMA,MIXED,DAY,C4,REGULAR
KANGEMA BOYS HIGH,MURANG'A,BOYS,BOARDING,C2,REGULAR
GUNDUA DAY,MERU,MIXED,DAY,C4,REGULAR
KIRIGI DAY,EMBU,MIXED,DAY,C4,REGULAR
ST CECILIA MISIKHU,BUNGOMA,GIRLS,BOARDING,C2,REGULAR
JEMUNADA DAY SEC,ELGEYO MARAKWET,MIXED,DAY,C4,REGULAR
MALIERA MIXED SEC,KISUMU,MIXED,DAY,C4,REGULAR
NAMANGOFULO SEC,BUNGOMA,MIXED,DAY,C4,REGULAR
KARIOBANGI NORTH GIRLS,NAIROBI,GIRLS,DAY,C4,REGULAR
MAKUSELWA FRIENDS SEC.,BUNGOMA,MIXED,DAY,C4,REGULAR
KABACHI MIXED DAY SEC.,EMBU,MIXED,DAY,C4,REGULAR
ZAWADI MIXED SECONDARY SCHOOL,NAIROBI,MIXED,DAY,C4,REGULAR
KYAMULENDU,MACHAKOS,MIXED,DAY,C4,REGULAR
NDUNI SECONDARY SCHOOL-KIANGINI,MAKUENI,MIXED,DAY,C4,REGULAR
MARGMARY HILLS HIGH SCHOOL,Kiambu,GIRLS,HYBRID,PR,REGULAR
ST. THOMAS AMAGORO GIRLS SEC,BUSIA,GIRLS,BOARDING,C3,REGULAR
LWALA GIRIBE MIXED,MIGORI,MIXED,DAY,C4,REGULAR
NDANAI,BOMET,GIRLS,BOARDING,C2,REGULAR
RUBATE ACHIEVERS BOYS HIGH SCHOOL,THARAKA NITHI,BOYS,BOARDING,PR,REGULAR
MWANGANTHIA SEC,MERU,MIXED,DAY,C4,REGULAR
KIRIMARI BOYS SEC SCHOOL,EMBU,BOYS,BOARDING,C2,REGULAR
BINGWA SEC,LAIKIPIA,MIXED,DAY,C4,REGULAR
ST PETER’S MOI’S BRIDGE GIRLS,KAKAMEGA,GIRLS,BOARDING,C3,REGULAR
NDONYONGARIA,NANDI,MIXED,DAY,C4,REGULAR
SEBETET MIXED DAY SECONDARY SCHOOL,KERICHO,MIXED,DAY,C4,REGULAR
A.I.C KAPKANYAR MIXED SECONDARY SCHOOL,WEST POKOT,MIXED,DAY,C4,REGULAR
MARY IMMACULATE GIRLS' SEC,Nyeri,GIRLS,BOARDING,PR,REGULAR
HAPPYLAND GIRLS SENIOR SCHOOL,KAJIADO,GIRLS,BOARDING,PR,REGULAR
SERENG SECONDARY SCHOOL,KERICHO,MIXED,DAY,C4,REGULAR
ST. ANTONY NABUREREYA SEC,BUNGOMA,MIXED,DAY,C4,REGULAR
GIKANGA KAGECHE,KIAMBU,MIXED,DAY,C4,REGULAR
OLOLULUNGA,NAROK,BOYS,BOARDING,C2,REGULAR
NGUIRUBI SEC,KIAMBU,MIXED,DAY,C4,REGULAR
ST. MARY'S MIXED DAY,WEST POKOT,MIXED,DAY,C4,REGULAR
ST PAULS KAPCHEPSIR SEC,TRANS NZOIA,MIXED,DAY,C4,REGULAR
MAWINGO,NYANDARUA,GIRLS,BOARDING,C3,REGULAR
GACHIE HIGH,KIAMBU,MIXED,DAY,C4,REGULAR
ST.MARTINS  - MAKHONGE SECONDARY SCHOOL,TRANS NZOIA,MIXED,DAY,C4,REGULAR
KOGERE MIXED SECONDARY,SIAYA,MIXED,DAY,C4,REGULAR
ST. PAULINE MALUNGA,MIGORI,MIXED,DAY,C4,REGULAR
ST MARY`S  GIRLS  TACHASIS,NANDI,GIRLS,BOARDING,C2,REGULAR
MIRANGI SEC,KIAMBU,MIXED,DAY,C4,REGULAR
AIC Kathanze,KITUI,MIXED,DAY,C4,REGULAR
AKUI DAY SEC SCH,MERU,MIXED,DAY,C4,REGULAR
KAIMOSI DEM SEC SCH,VIHIGA,MIXED,BOARDING,C3,REGULAR
OLDEBESI,BOMET,MIXED,DAY,C4,REGULAR
SIRINDE MIXED,SIAYA,MIXED,DAY,C4,REGULAR
JOHANNA CHASE HIGH,MAKUENI,MIXED,BOARDING,C3,REGULAR
NDURU KADERO GIRLS' SEC SCH,KISUMU,MIXED,DAY,C4,REGULAR
FRIENDS SCHOOL CHEVOSO SECONDARY,KAKAMEGA,MIXED,DAY,C4,REGULAR
SOSIT GIRLS SECONDARY SCHOOL,KERICHO,GIRLS,BOARDING,C3,REGULAR
VINGUJINI SECONDARY SCHOOL [KWALE],KWALE,MIXED,DAY,C4,REGULAR
KIPKELION GIRLS HIGH,KERICHO,GIRLS,BOARDING,C2,REGULAR
ACHEGO GIRLS,KISUMU,GIRLS,BOARDING,C2,REGULAR
GENERAL CHINA SEC,NYERI,MIXED,DAY,C4,REGULAR
KILGORIS BOYS,NAROK,BOYS,BOARDING,C1,REGULAR
MARIMU SEC SCH,NYANDARUA,MIXED,DAY,C4,REGULAR
ST GABRIEL MUNDULU SEC,KAKAMEGA,MIXED,DAY,C4,REGULAR
KIBULINE SECONDARY SCHOOL,MERU,MIXED,BOARDING,C3,REGULAR
ST LUKES KAMWAA,EMBU,MIXED,DAY,C4,REGULAR
KYETHANI SEC,KITUI,MIXED,DAY,C4,REGULAR
KALANGA MIXED DAY SEC,KITUI,MIXED,DAY,C4,REGULAR
AIC MAVINDINI GIRLS,MAKUENI,GIRLS,DAY,C4,REGULAR
KITOLOLONI,EMBU,MIXED,DAY,C4,REGULAR
MUYAFWA SEC SCHOOL,BUSIA,MIXED,DAY,C4,REGULAR
KIEMBE MIXED SEC,HOMA BAY,MIXED,DAY,C4,REGULAR
MALEWA SEC,NYANDARUA,MIXED,DAY,C4,REGULAR
MAJIWA,SIAYA,BOYS,BOARDING,C3,REGULAR
OKOK MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
SHABELT SECONDARY SCHOOL,KAKAMEGA,MIXED,HYBRID,PR,REGULAR
Esirulo Secondary School,VIHIGA,MIXED,DAY,C4,REGULAR
NILE ROAD SPECIAL SECONDARY,NAIROBI,GIRLS,DAY,C4,REGULAR
RABWAO,MIGORI,MIXED,BOARDING,C3,REGULAR
ILKERIN DAY SEC,NAROK,MIXED,DAY,C4,REGULAR
KIURANI SEC,THARAKA NITHI,BOYS,BOARDING,C2,REGULAR
BARAGOI GIRLS,SAMBURU,GIRLS,BOARDING,C2,REGULAR
BORANGI SDA,KISII,MIXED,DAY,C4,REGULAR
MUKAA GIRLS' HIGH SCHOOL,MAKUENI,GIRLS,BOARDING,C3,REGULAR
CHEPKORNISWO BOYS SECONDARY,WEST POKOT,BOYS,BOARDING,C2,REGULAR
ST ANTONY ULUTHE,SIAYA,MIXED,DAY,C4,REGULAR
NDURIO,NANDI,MIXED,DAY,C4,REGULAR
ST FRANCIS SIKINGA SECONDARY,BUSIA,MIXED,DAY,C4,REGULAR
MURANG'A GIRLS BOARDING SCHOOL,MURANG'A,GIRLS,BOARDING,PR,REGULAR
KERINGET SEC,NAKURU,BOYS,BOARDING,C3,REGULAR
KANUSIN GIRLS SECONDARY,BOMET,GIRLS,DAY,C4,REGULAR
SIMISI,KITUI,MIXED,DAY,C4,REGULAR
WOODLEY SECONDARY,NAIROBI,MIXED,DAY,C4,REGULAR
MATHAITHI GIRLS,NYERI,GIRLS,BOARDING,C3,REGULAR
MADOGO MUSLIM HIGH SCHOOL,TANA RIVER,MIXED,DAY,PR,REGULAR
KAMWATHU DAY,THARAKA NITHI,MIXED,HYBRID,C4,REGULAR
GEORGE KHANIRI JEPKOYAI,VIHIGA,MIXED,DAY,C4,REGULAR
ONGICHA,KISII,MIXED,DAY,C4,REGULAR
MOMBWO GIRLS' SECONDARY  SCHOOL,NANDI,GIRLS,BOARDING,C3,REGULAR
SANANDIKI GIRLS FRIENDS SEC.,BUNGOMA,GIRLS,DAY,C4,REGULAR
KALAANI SEC,MAKUENI,MIXED,DAY,C4,REGULAR
IMALABA SEC,KAKAMEGA,MIXED,DAY,C4,REGULAR
MUAMBANI MIXED SEC,MAKUENI,MIXED,DAY,C4,REGULAR
NTHAMBIRO MIXED DAY,MERU,MIXED,DAY,C4,REGULAR
KYATUNE BOYS,KITUI,BOYS,BOARDING,C3,REGULAR
TURI SULGWITA,NAKURU,MIXED,DAY,C4,REGULAR
TUTINI SEC,MAKUENI,MIXED,DAY,C4,REGULAR
GATUMBI BAPTIST MIXED DAY,EMBU,MIXED,DAY,C4,REGULAR
SA ITIIRA SEC,EMBU,MIXED,DAY,C4,REGULAR
LUNZA SEC,KAKAMEGA,BOYS,DAY,C4,REGULAR
GITUNTU SEC,THARAKA NITHI,MIXED,HYBRID,C3,REGULAR
KAPKONDOR,KERICHO,MIXED,DAY,C4,REGULAR
WERPO ORTUM MIXED DAY SECONDARY,WEST POKOT,MIXED,DAY,C4,REGULAR
ST JOHNS R.C SAVANA MIXED DAY SEC,BUNGOMA,MIXED,DAY,C4,REGULAR
KIMANGETI GIRLS SEC SCH,KAKAMEGA,GIRLS,BOARDING,C3,REGULAR
SOTIK DAY SEC,BOMET,MIXED,DAY,C4,REGULAR
KASYALANI MIXED SECONDARY SCHOOL,KITUI,MIXED,HYBRID,C4,REGULAR
ST JOSEPH LUMBOKA,BUNGOMA,MIXED,DAY,C4,REGULAR
ST LUKES KARURINA,EMBU,MIXED,DAY,C4,REGULAR
KAPSANGAR MIXED DAY SEC,WEST POKOT,MIXED,DAY,C4,REGULAR
KEKALET MIXED SEC,BUSIA,MIXED,DAY,C4,REGULAR
IRAA GIRLS SECONDARY SCHOOL,KERICHO,GIRLS,BOARDING,C3,REGULAR
ARIMI SEC,NAKURU,MIXED,DAY,C4,REGULAR
ARABIA BOYS SECONDARY,MANDERA,BOYS,BOARDING,C3,REGULAR
RIAKI MIXED,MERU,MIXED,DAY,C4,REGULAR
ST AUGUSTINE KAMOLO,BUSIA,MIXED,DAY,C4,REGULAR
MATAKA SEC SCH,KITUI,MIXED,DAY,C4,REGULAR
MARIDADI SEC,TRANS NZOIA,MIXED,BOARDING,C3,REGULAR
KENYATTA SEC,NAKURU,MIXED,DAY,C4,REGULAR
AIC GETAI GIRLS SEC,NYAMIRA,GIRLS,DAY,C4,REGULAR
KARIMA BOYS,NYERI,BOYS,BOARDING,C2,REGULAR
APOKOR SEC SCHOOL,BUSIA,MIXED,DAY,C4,REGULAR
NAMELOK SEC,KAJIADO,MIXED,DAY,C4,REGULAR
ABERDARE RANGES MIXED SEC,NYANDARUA,MIXED,DAY,C4,REGULAR
ST MARYS POWO MIXED SECONDARY,SIAYA,MIXED,DAY,C4,REGULAR
CHEPCHABAS SEC,BOMET,MIXED,DAY,C4,REGULAR
ST. PAUL'S LOMUKE SECONDARY,WEST POKOT,MIXED,DAY,C4,REGULAR
LELMOKWO,NANDI,BOYS,BOARDING,C2,REGULAR
CHIEF PETRO DAY,THARAKA NITHI,MIXED,DAY,C4,REGULAR
KATAKALA SECONDARY SCHOOL [NAROK NORTH],NAROK,MIXED,DAY,C4,REGULAR
ST ANTHONY BOYS,TRANS NZOIA,BOYS,BOARDING,C1,REGULAR
MT KINANGOP SEC,NYANDARUA,GIRLS,BOARDING,C2,REGULAR
AGORO SARE MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
SDA KURGUNG GIRLS,NANDI,GIRLS,DAY,C4,REGULAR
ST. MARK ACK MACHAKUSI SEC,BUSIA,MIXED,DAY,C4,REGULAR
MITERO SEC. SCH.,KIAMBU,MIXED,DAY,C4,REGULAR
OLMANYATTA SEC,NAKURU,MIXED,DAY,C4,REGULAR
KATHEUNI SEC,KITUI,MIXED,DAY,C4,REGULAR
CHEBUYUSI SEC,KAKAMEGA,BOYS,BOARDING,C2,REGULAR
KAGONYA MIXED,SIAYA,MIXED,DAY,C4,REGULAR
LOIMA GIRLS SECONDARY,TURKANA,GIRLS,BOARDING,C3,REGULAR
CHEPKECHEI,KERICHO,BOYS,BOARDING,C2,REGULAR
SEGA TOWNSHIP,SIAYA,MIXED,DAY,C4,REGULAR
AIC TULWOBMOI SECONDARY SCHOOL,NAKURU,MIXED,DAY,C4,REGULAR
ST PETERS KOTIENO,HOMA BAY,MIXED,DAY,C4,REGULAR
ST. MONICA MAGO MIXED SEC,SIAYA,MIXED,DAY,C4,REGULAR
KAMONGIL MIXED DAY,BOMET,MIXED,DAY,C4,REGULAR
ELYON HIGH SCHOOL,NAIROBI,MIXED,DAY,PR,REGULAR
NYAKOORA SEC,KISII,MIXED,DAY,C4,REGULAR
KABAA DAY MIXED,KITUI,MIXED,DAY,C4,REGULAR
KIPAO SECONDARY SCHOOL-GARSEN,TANA RIVER,MIXED,DAY,C4,REGULAR
ENKIPAI SECONDARY SCHOOL,NAROK,MIXED,DAY,C4,REGULAR
A.C.K MUSOMA SECONDARY SCH.,BUSIA,MIXED,DAY,C4,REGULAR
NYAMASARE GIRLS,HOMA BAY,GIRLS,BOARDING,C2,REGULAR
CENTRAL ELDORET,UASIN GISHU,MIXED,DAY,C4,REGULAR
PHERES OLUOCH KANINDO MIXED,MIGORI,MIXED,DAY,C4,REGULAR
A.I.C. MOI KABIEMIT SEC,NANDI,MIXED,DAY,C4,REGULAR
PCEA ILNGAROOJ BOYS SEC,KAJIADO,BOYS,BOARDING,C3,REGULAR
NGWELO,BUNGOMA,MIXED,DAY,C4,REGULAR
MASOSA,NYAMIRA,MIXED,BOARDING,C3,REGULAR
KYUSO GIRLS,KITUI,GIRLS,BOARDING,C3,REGULAR
CHANGINA GIRLS SEC,BOMET,MIXED,DAY,C4,REGULAR
BURUBURU DAY BOYS SECONDARY,MANDERA,BOYS,DAY,C4,REGULAR
ACK ST. MARY'S SHITOTO GIRLS' SECONDARY SCHOOL,KAKAMEGA,GIRLS,BOARDING,C3,REGULAR
ST JAMES TUTUA SEC,MERU,MIXED,DAY,C4,REGULAR
ST. AGNES GAUKUNE GIRLS,MERU,GIRLS,BOARDING,C3,REGULAR
NYARONGI MIXED SECONDARY,HOMA BAY,MIXED,DAY,C4,REGULAR
ALWALA MIXED SEC,KISUMU,MIXED,DAY,C4,REGULAR
ST. JOSEPH'S WITHUR MIXED SECONDARY SCHOOL,KISUMU,MIXED,BOARDING,C3,REGULAR
KIRIANI MIXED DAY,THARAKA NITHI,MIXED,DAY,C4,REGULAR
SHAKA,KILIFI,MIXED,DAY,C4,REGULAR
ST GEORGE'S GRASSLAND,NAKURU,GIRLS,BOARDING,PR,REGULAR
KITONYONI,MAKUENI,MIXED,DAY,C4,REGULAR
BONGONTA,KISII,MIXED,DAY,C4,REGULAR
SUSWA GIRLS',NAROK,GIRLS,BOARDING,C3,REGULAR
KHAOYA FRIENDS SECONDARY SCHOOL,BUNGOMA,MIXED,DAY,C4,REGULAR
GOKEHARAKA,MIGORI,MIXED,BOARDING,C3,REGULAR
ST PATRICKS SIMOTWO,WEST POKOT,MIXED,DAY,C4,REGULAR
ST. JUDE NANGOMA SEC,BUSIA,MIXED,DAY,C4,REGULAR
UTUMISHI,NAKURU,BOYS,BOARDING,C1,REGULAR
MUTIOKIAMA SEC,MERU,BOYS,DAY,C4,REGULAR
MUFUTU,KAKAMEGA,MIXED,DAY,C4,REGULAR
GALANA,KILIFI,BOYS,BOARDING,C3,REGULAR
BUSHIANGALA,KAKAMEGA,MIXED,BOARDING,C3,REGULAR
BARARGET SECONDARY SCHOOL,NAKURU,MIXED,DAY,C4,REGULAR
SAGAM MIXED,SIAYA,MIXED,DAY,C4,REGULAR
KITALA,BOMET,MIXED,DAY,C4,REGULAR
ST. ANTHONY AKOBWAIT CHA GIRLS,BUSIA,MIXED,DAY,C4,REGULAR
ST. DORCAS MASELELE SECONDARY SCHOOL,KITUI,MIXED,DAY,C4,REGULAR
KERICHO TEA SEC,KERICHO,BOYS,BOARDING,C2,REGULAR
TUMAINI,KWALE,MIXED,DAY,C4,REGULAR
ST PAULS LUGARI BOYS,KAKAMEGA,BOYS,BOARDING,C2,REGULAR
GOOD HOPE HIGH SCH - KILAATU,MACHAKOS,MIXED,BOARDING,C3,REGULAR
MANGU HIGH,KIAMBU,BOYS,BOARDING,C1,REGULAR
ST. ANNE'S SCHOOL LIOKI,KIAMBU,GIRLS,BOARDING,C1,REGULAR
KISOK MIXED,BARINGO,MIXED,DAY,C4,REGULAR
ST. ANNES NJORUA GIRLS HIGH SCHOOL,LAIKIPIA,GIRLS,BOARDING,C2,REGULAR
MUTHURWA GIRLS,KIAMBU,GIRLS,BOARDING,C2,REGULAR
TEBESONIK,KERICHO,BOYS,BOARDING,C3,REGULAR
RADIENYA HIGH,MIGORI,MIXED,DAY,C4,REGULAR
PONGE LUTHERAN MIXED,HOMA BAY,MIXED,DAY,C4,REGULAR
MIROGI GIRLS SECONDARY,HOMA BAY,GIRLS,BOARDING,C2,REGULAR
FAFI GIRLS SEC,GARISSA,GIRLS,BOARDING,C2,REGULAR
IKUTHA GIRLS,KITUI,GIRLS,BOARDING,C2,REGULAR
ELUCHE SEC SCH,KAKAMEGA,MIXED,BOARDING,C3,REGULAR
MOI KADZONZO,KILIFI,GIRLS,BOARDING,C2,REGULAR
AIC CHEPKEBUGE,NANDI,MIXED,DAY,C4,REGULAR
MJANAHERI,KILIFI,MIXED,DAY,C4,REGULAR
KITHIMANI HGM,MACHAKOS,MIXED,BOARDING,C3,REGULAR
IBENO COG,KISII,MIXED,DAY,C4,REGULAR
Olteyiani Mixed Day,KAJIADO,MIXED,DAY,C4,REGULAR
KIMOSE SEC,BARINGO,MIXED,HYBRID,C4,REGULAR
BOITANGARE FRIENDS,KISII,MIXED,BOARDING,C3,REGULAR
ST AUGUSTINE'S OGEDA,SIAYA,MIXED,DAY,C4,REGULAR
KANGARU MIXED DAY,KIRINYAGA,GIRLS,BOARDING,C3,REGULAR
Paranga Secondary School,TAITA TAVETA,MIXED,DAY,C4,REGULAR
NDEMI SEC,NYANDARUA,MIXED,DAY,C4,REGULAR
KAMUNYAKA KIUMU SEC. SCHOOL,MURANG'A,MIXED,DAY,C4,REGULAR
MULATHANKARI DAY,MERU,MIXED,DAY,C4,REGULAR
LOMBOGISHU MIXED,BARINGO,MIXED,DAY,C4,REGULAR
Koiyet Mixed Sec.,BOMET,MIXED,DAY,C4,REGULAR
GIANCHUKU SEC,THARAKA NITHI,MIXED,DAY,C4,REGULAR
OUR LADY GIRLS SECONDARY SCHOOL,TURKANA,GIRLS,BOARDING,C2,REGULAR
HOLY FAMILY MARUKUSI SECONDARY SCHOOL,KAKAMEGA,MIXED,DAY,C4,REGULAR
MUTHURUMBI SEC,KIAMBU,MIXED,DAY,C4,REGULAR
KANDUBAI MIXED DAY SEC SCH,MERU,MIXED,DAY,C4,REGULAR
VITENGENI BAPTIST,KILIFI,BOYS,BOARDING,C3,REGULAR
PIONEER SCHOOL,MURANG'A,BOYS,BOARDING,PR,REGULAR
KANGA,MIGORI,BOYS,BOARDING,C1,REGULAR
MERCY NJERI SEC,NAKURU,MIXED,DAY,C4,REGULAR
KIANDA SCHOOL,NAIROBI,GIRLS,DAY,PR,REGULAR
FRIENDS BWAKE SEC,TRANS NZOIA,BOYS,BOARDING,C2,REGULAR
LEMORU SEC,UASIN GISHU,MIXED,DAY,C4,REGULAR
ST. PHILIPS VOTE SECONDARY SCHOOL,KITUI,MIXED,DAY,C4,REGULAR
ACK ST PETERS MIXED DAY SECONDARY SCHOOL,MARSABIT,MIXED,DAY,C4,REGULAR
ST. MARY`S NYABIGENA GIRLS,KISII,GIRLS,HYBRID,C3,REGULAR
P.C.E.A KANJERU BOOTH GIRLS HIGH SCHOOL,KIAMBU,GIRLS,HYBRID,C3,REGULAR
NZIU SECONDARY,MAKUENI,MIXED,DAY,C4,REGULAR
KARAI MIXED,KIAMBU,MIXED,DAY,C4,REGULAR
MOI SEC,NAKURU,MIXED,DAY,C4,REGULAR
YUMBISYE,KITUI,MIXED,DAY,C4,REGULAR
NGANGANI MIXED SEC.,KITUI,MIXED,DAY,C4,REGULAR
MANYATTA MIXED DAY,BOMET,MIXED,DAY,C4,REGULAR
SHAGUNGU SEC,KAKAMEGA,MIXED,DAY,C4,REGULAR
MUNAMI MIXED,KAKAMEGA,MIXED,BOARDING,C3,REGULAR
A.I.C MOKOIYWET SEC,TRANS NZOIA,MIXED,DAY,C4,REGULAR
ST MARTINS MWIBALE,BUNGOMA,MIXED,BOARDING,C3,REGULAR
ACK ALL SAINTS' SIMULI SECONDARY SCHOOL,BUSIA,MIXED,DAY,C4,REGULAR
CHEBUNAYWA SA SEC,VIHIGA,MIXED,DAY,C4,REGULAR
FURAHA GIRLS SECONDARY SCHOOL,THARAKA NITHI,GIRLS,BOARDING,PR,REGULAR
NYAMIRA GIRLS,SIAYA,GIRLS,BOARDING,C2,REGULAR
GOLDEN LIGHT,NAIROBI,MIXED,DAY,PR,REGULAR
ST William Gendro,SIAYA,MIXED,DAY,C4,REGULAR
SHASHAFEY MIXED SECONDARY SCHOOL-MANDERA,MANDERA,MIXED,DAY,C4,REGULAR
ST. POLYCARP SECONDARY SCHOOL,TRANS NZOIA,MIXED,DAY,C4,REGULAR
AIC KIMONG,NANDI,MIXED,DAY,C4,REGULAR
LOMUT MIXED SEC,WEST POKOT,MIXED,BOARDING,C3,REGULAR
NYAKAHURA,MURANG'A,MIXED,HYBRID,C4,REGULAR
